id,Leader 1,Agent Name,Leader Name,Location,Calls Offered,Calls Not Answered,Calls Answered,Total Duration,Sentiment,Month Start Date,Transfers,Not Answered Rate,Met Not Answered Rate?,Agent Avg Duration,Met Sentiment Goal?
3,6,"Orly, Girkins","Olly, Maplesden",Truro,756,87,669,9072,-65,2021-05-01,15,0.11507936507936507,False,12.0,False
3,6,"Orly, Girkins","Olly, Maplesden",Truro,558,41,517,3348,-100,2021-06-01,5,0.07347670250896057,False,6.0,False
3,6,"Orly, Girkins","Olly, Maplesden",Truro,740,1,739,4440,90,2021-07-01,6,0.0013513513513513514,True,6.0,True
3,6,"Orly, Girkins","Olly, Maplesden",Truro,886,59,827,3544,-70,2021-08-01,7,0.06659142212189616,False,4.0,False
3,6,"Orly, Girkins","Olly, Maplesden",Truro,575,76,499,4025,97,2021-09-01,25,0.13217391304347825,False,7.0,True
3,6,"Orly, Girkins","Olly, Maplesden",Truro,885,2,883,15045,-50,2021-10-01,5,0.0022598870056497176,True,17.0,False
3,6,"Orly, Girkins","Olly, Maplesden",Truro,610,32,578,4880,24,2021-11-01,2,0.05245901639344262,False,8.0,True
3,6,"Orly, Girkins","Olly, Maplesden",Truro,743,7,736,10402,4,2021-12-01,7,0.009421265141318977,True,14.0,True
4,1,"Fleur, Garnam","Kylie, Howroyd",Margaree,445,2,443,7565,-53,2021-01-01,,0.0044943820224719105,True,17.0,False
4,1,"Fleur, Garnam","Kylie, Howroyd",Margaree,606,16,590,4848,97,2021-02-01,,0.026402640264026403,True,8.0,True
4,1,"Fleur, Garnam","Kylie, Howroyd",Margaree,413,75,338,2478,23,2021-03-01,,0.18159806295399517,False,6.0,True
4,1,"Fleur, Garnam","Kylie, Howroyd",Margaree,760,12,748,6080,21,2021-04-01,,0.015789473684210527,True,8.0,True
4,1,"Fleur, Garnam","Kylie, Howroyd",Margaree,486,22,464,1458,-33,2021-05-01,23,0.04526748971193416,True,3.0,False
4,1,"Fleur, Garnam","Kylie, Howroyd",Margaree,592,2,590,2368,95,2021-06-01,9,0.0033783783783783786,True,4.0,True
4,1,"Fleur, Garnam","Kylie, Howroyd",Margaree,454,29,425,4540,63,2021-07-01,23,0.06387665198237885,False,10.0,True
4,1,"Fleur, Garnam","Kylie, Howroyd",Margaree,720,24,696,7920,-27,2021-08-01,3,0.03333333333333333,True,11.0,False
4,1,"Fleur, Garnam","Kylie, Howroyd",Margaree,459,52,407,8262,-87,2021-09-01,19,0.11328976034858387,False,18.0,False
4,1,"Fleur, Garnam","Kylie, Howroyd",Margaree,869,43,826,17380,58,2021-10-01,27,0.04948216340621404,True,20.0,True
4,1,"Fleur, Garnam","Kylie, Howroyd",Margaree,496,75,421,10416,47,2021-11-01,21,0.15120967741935484,False,21.0,True
4,1,"Fleur, Garnam","Kylie, Howroyd",Margaree,849,53,796,15282,80,2021-12-01,23,0.0624263839811543,False,18.0,True
5,6,"Angie, Rosendahl","Olly, Maplesden",Truro,399,3,396,5187,63,2021-01-01,,0.007518796992481203,True,13.0,True
5,6,"Angie, Rosendahl","Olly, Maplesden",Truro,682,61,621,7502,77,2021-02-01,,0.08944281524926687,False,11.0,True
5,6,"Angie, Rosendahl","Olly, Maplesden",Truro,444,10,434,2220,94,2021-03-01,,0.02252252252252252,True,5.0,True
5,6,"Angie, Rosendahl","Olly, Maplesden",Truro,932,4,928,5592,-70,2021-04-01,,0.004291845493562232,True,6.0,False
5,6,"Angie, Rosendahl","Olly, Maplesden",Truro,992,75,917,19840,6,2021-05-01,25,0.07560483870967742,False,20.0,True
5,6,"Angie, Rosendahl","Olly, Maplesden",Truro,642,3,639,12198,80,2021-06-01,23,0.004672897196261682,True,19.0,True
5,6,"Angie, Rosendahl","Olly, Maplesden",Truro,534,24,510,6408,-53,2021-07-01,21,0.0449438202247191,True,12.0,False
5,6,"Angie, Rosendahl","Olly, Maplesden",Truro,801,85,716,10413,-82,2021-08-01,26,0.10611735330836454,False,13.0,False
5,6,"Angie, Rosendahl","Olly, Maplesden",Truro,893,63,830,4465,69,2021-09-01,3,0.07054871220604703,False,5.0,True
5,6,"Angie, Rosendahl","Olly, Maplesden",Truro,449,43,406,8082,-86,2021-10-01,2,0.0957683741648107,False,18.0,False
5,6,"Angie, Rosendahl","Olly, Maplesden",Truro,990,52,938,14850,54,2021-11-01,16,0.052525252525252523,False,15.0,True
5,6,"Angie, Rosendahl","Olly, Maplesden",Truro,652,65,587,3912,95,2021-12-01,9,0.09969325153374232,False,6.0,True
6,7,"Dulcie, Heiner","Norrie, Randlesome",Truro,827,11,816,5789,-50,2021-01-01,,0.013301088270858524,True,7.0,False
6,7,"Dulcie, Heiner","Norrie, Randlesome",Truro,697,58,639,6273,19,2021-02-01,,0.08321377331420372,False,9.0,True
6,7,"Dulcie, Heiner","Norrie, Randlesome",Truro,477,13,464,6678,-63,2021-03-01,,0.027253668763102725,True,14.0,False
6,7,"Dulcie, Heiner","Norrie, Randlesome",Truro,675,19,656,12150,49,2021-04-01,,0.028148148148148148,True,18.0,True
6,7,"Dulcie, Heiner","Norrie, Randlesome",Truro,681,36,645,9534,61,2021-05-01,22,0.05286343612334802,False,14.0,True
6,7,"Dulcie, Heiner","Norrie, Randlesome",Truro,670,5,665,12730,-84,2021-06-01,21,0.007462686567164179,True,19.0,False
6,7,"Dulcie, Heiner","Norrie, Randlesome",Truro,554,31,523,2216,-83,2021-07-01,26,0.05595667870036101,False,4.0,False
6,7,"Dulcie, Heiner","Norrie, Randlesome",Truro,968,68,900,13552,84,2021-08-01,12,0.07024793388429752,False,14.0,True
6,7,"Dulcie, Heiner","Norrie, Randlesome",Truro,474,57,417,6162,35,2021-09-01,18,0.12025316455696203,False,13.0,True
6,7,"Dulcie, Heiner","Norrie, Randlesome",Truro,885,64,821,15045,-81,2021-10-01,2,0.07231638418079096,False,17.0,False
6,7,"Dulcie, Heiner","Norrie, Randlesome",Truro,884,4,880,4420,-79,2021-11-01,12,0.004524886877828055,True,5.0,False
6,7,"Dulcie, Heiner","Norrie, Randlesome",Truro,601,14,587,3606,-60,2021-12-01,8,0.02329450915141431,True,6.0,False
7,8,"Moreen, Cohen","Sarena, Colthard",Digby,652,8,644,8476,-23,2021-01-01,,0.012269938650306749,True,13.0,False
7,8,"Moreen, Cohen","Sarena, Colthard",Digby,963,11,952,11556,64,2021-02-01,,0.01142263759086189,True,12.0,True
7,8,"Moreen, Cohen","Sarena, Colthard",Digby,907,25,882,14512,46,2021-03-01,,0.027563395810363836,True,16.0,True
7,8,"Moreen, Cohen","Sarena, Colthard",Digby,684,35,649,9576,14,2021-04-01,,0.05116959064327485,False,14.0,True
7,8,"Moreen, Cohen","Sarena, Colthard",Digby,517,59,458,9823,23,2021-05-01,5,0.11411992263056092,False,19.0,True
7,8,"Moreen, Cohen","Sarena, Colthard",Digby,562,79,483,2810,75,2021-06-01,26,0.14056939501779359,False,5.0,True
7,8,"Moreen, Cohen","Sarena, Colthard",Digby,597,43,554,4179,-82,2021-07-01,20,0.07202680067001675,False,7.0,False
7,8,"Moreen, Cohen","Sarena, Colthard",Digby,698,72,626,10470,-34,2021-08-01,15,0.10315186246418338,False,15.0,False
7,8,"Moreen, Cohen","Sarena, Colthard",Digby,483,73,410,3864,77,2021-09-01,5,0.15113871635610765,False,8.0,True
7,8,"Moreen, Cohen","Sarena, Colthard",Digby,952,25,927,4760,98,2021-10-01,9,0.026260504201680673,True,5.0,True
7,8,"Moreen, Cohen","Sarena, Colthard",Digby,767,70,697,9204,-94,2021-11-01,0,0.09126466753585398,False,12.0,False
7,8,"Moreen, Cohen","Sarena, Colthard",Digby,421,55,366,5052,51,2021-12-01,20,0.13064133016627077,False,12.0,True
8,3,"Tandi, Jobbings","Yorke, Befroy",Margaree,385,22,363,6160,-27,2021-01-01,,0.05714285714285714,False,16.0,False
8,3,"Tandi, Jobbings","Yorke, Befroy",Margaree,969,56,913,17442,98,2021-02-01,,0.05779153766769866,False,18.0,True
8,3,"Tandi, Jobbings","Yorke, Befroy",Margaree,982,27,955,17676,-51,2021-03-01,,0.0274949083503055,True,18.0,False
8,3,"Tandi, Jobbings","Yorke, Befroy",Margaree,762,65,697,15240,-1,2021-04-01,,0.08530183727034121,False,20.0,False
8,3,"Tandi, Jobbings","Yorke, Befroy",Margaree,580,0,580,11600,33,2021-05-01,16,0.0,True,20.0,True
8,3,"Tandi, Jobbings","Yorke, Befroy",Margaree,792,27,765,15840,-16,2021-06-01,13,0.03409090909090909,True,20.0,False
8,3,"Tandi, Jobbings","Yorke, Befroy",Margaree,487,80,407,10227,38,2021-07-01,14,0.16427104722792607,False,21.0,True
8,3,"Tandi, Jobbings","Yorke, Befroy",Margaree,415,21,394,1245,72,2021-08-01,22,0.05060240963855422,False,3.0,True
8,3,"Tandi, Jobbings","Yorke, Befroy",Margaree,584,31,553,1752,37,2021-09-01,20,0.053082191780821915,False,3.0,True
8,3,"Tandi, Jobbings","Yorke, Befroy",Margaree,703,71,632,4218,-20,2021-10-01,17,0.10099573257467995,False,6.0,False
8,3,"Tandi, Jobbings","Yorke, Befroy",Margaree,934,7,927,18680,63,2021-11-01,1,0.007494646680942184,True,20.0,True
8,3,"Tandi, Jobbings","Yorke, Befroy",Margaree,992,73,919,14880,-89,2021-12-01,7,0.07358870967741936,False,15.0,False
9,5,"Owen, Tacey","Silvan, Gallardo",Halifax,556,10,546,5004,-42,2021-01-01,,0.017985611510791366,True,9.0,False
9,5,"Owen, Tacey","Silvan, Gallardo",Halifax,779,27,752,8569,-82,2021-02-01,,0.03465982028241335,True,11.0,False
9,5,"Owen, Tacey","Silvan, Gallardo",Halifax,829,75,754,16580,-43,2021-03-01,,0.09047044632086852,False,20.0,False
9,5,"Owen, Tacey","Silvan, Gallardo",Halifax,607,74,533,8498,57,2021-04-01,,0.12191103789126853,False,14.0,True
9,5,"Owen, Tacey","Silvan, Gallardo",Halifax,876,73,803,3504,75,2021-05-01,16,0.08333333333333333,False,4.0,True
9,5,"Owen, Tacey","Silvan, Gallardo",Halifax,785,48,737,4710,-79,2021-06-01,11,0.061146496815286625,False,6.0,False
9,5,"Owen, Tacey","Silvan, Gallardo",Halifax,491,36,455,7365,-74,2021-07-01,26,0.07331975560081466,False,15.0,False
9,5,"Owen, Tacey","Silvan, Gallardo",Halifax,444,55,389,8436,-62,2021-08-01,11,0.12387387387387387,False,19.0,False
9,5,"Owen, Tacey","Silvan, Gallardo",Halifax,477,33,444,5724,62,2021-09-01,25,0.06918238993710692,False,12.0,True
9,5,"Owen, Tacey","Silvan, Gallardo",Halifax,735,18,717,8820,73,2021-10-01,4,0.024489795918367346,True,12.0,True
9,5,"Owen, Tacey","Silvan, Gallardo",Halifax,634,83,551,1902,74,2021-11-01,10,0.1309148264984227,False,3.0,True
9,5,"Owen, Tacey","Silvan, Gallardo",Halifax,642,72,570,3210,72,2021-12-01,14,0.11214953271028037,False,5.0,True
10,1,"Leanora, Beaver","Kylie, Howroyd",Margaree,579,4,575,3474,-70,2021-01-01,,0.0069084628670120895,True,6.0,False
10,1,"Leanora, Beaver","Kylie, Howroyd",Margaree,760,46,714,7600,-47,2021-02-01,,0.060526315789473685,False,10.0,False
10,1,"Leanora, Beaver","Kylie, Howroyd",Margaree,595,43,552,5355,-60,2021-03-01,,0.07226890756302522,False,9.0,False
10,1,"Leanora, Beaver","Kylie, Howroyd",Margaree,507,41,466,1521,67,2021-04-01,,0.08086785009861933,False,3.0,True
10,1,"Leanora, Beaver","Kylie, Howroyd",Margaree,623,63,560,1869,-39,2021-05-01,12,0.10112359550561797,False,3.0,False
10,1,"Leanora, Beaver","Kylie, Howroyd",Margaree,748,67,681,4488,82,2021-06-01,2,0.08957219251336898,False,6.0,True
10,1,"Leanora, Beaver","Kylie, Howroyd",Margaree,440,49,391,9240,-85,2021-07-01,8,0.11136363636363636,False,21.0,False
10,1,"Leanora, Beaver","Kylie, Howroyd",Margaree,714,60,654,13566,28,2021-08-01,12,0.08403361344537816,False,19.0,True
10,1,"Leanora, Beaver","Kylie, Howroyd",Margaree,595,27,568,1785,-87,2021-09-01,22,0.0453781512605042,True,3.0,False
10,1,"Leanora, Beaver","Kylie, Howroyd",Margaree,658,56,602,3948,-79,2021-10-01,19,0.0851063829787234,False,6.0,False
10,1,"Leanora, Beaver","Kylie, Howroyd",Margaree,936,0,936,15912,74,2021-11-01,24,0.0,True,17.0,True
10,1,"Leanora, Beaver","Kylie, Howroyd",Margaree,709,16,693,5672,78,2021-12-01,3,0.022566995768688293,True,8.0,True
11,1,"Zabrina, Cranke","Kylie, Howroyd",Margaree,824,12,812,13184,17,2021-01-01,,0.014563106796116505,True,16.0,True
11,1,"Zabrina, Cranke","Kylie, Howroyd",Margaree,885,6,879,13275,69,2021-02-01,,0.006779661016949152,True,15.0,True
11,1,"Zabrina, Cranke","Kylie, Howroyd",Margaree,880,42,838,2640,19,2021-03-01,,0.04772727272727273,True,3.0,True
11,1,"Zabrina, Cranke","Kylie, Howroyd",Margaree,727,74,653,14540,34,2021-04-01,,0.10178817056396149,False,20.0,True
11,1,"Zabrina, Cranke","Kylie, Howroyd",Margaree,840,27,813,17640,99,2021-05-01,11,0.03214285714285714,True,21.0,True
11,1,"Zabrina, Cranke","Kylie, Howroyd",Margaree,915,23,892,6405,-44,2021-06-01,21,0.025136612021857924,True,7.0,False
11,1,"Zabrina, Cranke","Kylie, Howroyd",Margaree,423,67,356,3807,-50,2021-07-01,3,0.15839243498817968,False,9.0,False
11,1,"Zabrina, Cranke","Kylie, Howroyd",Margaree,705,3,702,11985,-52,2021-08-01,19,0.00425531914893617,True,17.0,False
11,1,"Zabrina, Cranke","Kylie, Howroyd",Margaree,635,7,628,5080,24,2021-09-01,5,0.011023622047244094,True,8.0,True
11,1,"Zabrina, Cranke","Kylie, Howroyd",Margaree,980,53,927,5880,-39,2021-10-01,6,0.05408163265306123,False,6.0,False
11,1,"Zabrina, Cranke","Kylie, Howroyd",Margaree,979,64,915,8811,-63,2021-11-01,21,0.06537282941777324,False,9.0,False
11,1,"Zabrina, Cranke","Kylie, Howroyd",Margaree,407,31,376,4884,30,2021-12-01,2,0.07616707616707617,False,12.0,True
12,1,"Berny, Matysiak","Kylie, Howroyd",Margaree,429,7,422,4719,40,2021-01-01,,0.016317016317016316,True,11.0,True
12,1,"Berny, Matysiak","Kylie, Howroyd",Margaree,819,54,765,9828,50,2021-02-01,,0.06593406593406594,False,12.0,True
12,1,"Berny, Matysiak","Kylie, Howroyd",Margaree,767,33,734,10738,52,2021-03-01,,0.04302477183833116,True,14.0,True
12,1,"Berny, Matysiak","Kylie, Howroyd",Margaree,958,1,957,7664,-20,2021-04-01,,0.0010438413361169101,True,8.0,False
12,1,"Berny, Matysiak","Kylie, Howroyd",Margaree,789,87,702,10257,97,2021-05-01,13,0.11026615969581749,False,13.0,True
12,1,"Berny, Matysiak","Kylie, Howroyd",Margaree,844,71,773,14348,-49,2021-06-01,11,0.08412322274881516,False,17.0,False
12,1,"Berny, Matysiak","Kylie, Howroyd",Margaree,712,24,688,7120,-76,2021-07-01,2,0.033707865168539325,True,10.0,False
12,1,"Berny, Matysiak","Kylie, Howroyd",Margaree,578,54,524,6936,-34,2021-08-01,18,0.09342560553633218,False,12.0,False
12,1,"Berny, Matysiak","Kylie, Howroyd",Margaree,661,69,592,12559,97,2021-09-01,18,0.1043872919818457,False,19.0,True
12,1,"Berny, Matysiak","Kylie, Howroyd",Margaree,725,35,690,13775,23,2021-10-01,8,0.04827586206896552,True,19.0,True
12,1,"Berny, Matysiak","Kylie, Howroyd",Margaree,721,76,645,12257,-87,2021-11-01,16,0.10540915395284327,False,17.0,False
12,1,"Berny, Matysiak","Kylie, Howroyd",Margaree,787,1,786,2361,27,2021-12-01,15,0.0012706480304955528,True,3.0,True
13,4,"Malorie, McIlwaine","Dorian, Swallow",Halifax,387,6,381,1548,-75,2021-01-01,,0.015503875968992248,True,4.0,False
13,4,"Malorie, McIlwaine","Dorian, Swallow",Halifax,601,21,580,11419,-40,2021-02-01,,0.03494176372712146,True,19.0,False
13,4,"Malorie, McIlwaine","Dorian, Swallow",Halifax,879,87,792,13185,37,2021-03-01,,0.09897610921501707,False,15.0,True
13,4,"Malorie, McIlwaine","Dorian, Swallow",Halifax,1000,53,947,13000,-69,2021-04-01,,0.053,False,13.0,False
13,4,"Malorie, McIlwaine","Dorian, Swallow",Halifax,955,34,921,13370,63,2021-05-01,12,0.0356020942408377,True,14.0,True
13,4,"Malorie, McIlwaine","Dorian, Swallow",Halifax,646,65,581,5814,-98,2021-06-01,20,0.10061919504643962,False,9.0,False
13,4,"Malorie, McIlwaine","Dorian, Swallow",Halifax,531,70,461,3186,-92,2021-07-01,13,0.1318267419962335,False,6.0,False
13,4,"Malorie, McIlwaine","Dorian, Swallow",Halifax,632,7,625,4424,-71,2021-08-01,6,0.011075949367088608,True,7.0,False
13,4,"Malorie, McIlwaine","Dorian, Swallow",Halifax,817,63,754,2451,47,2021-09-01,15,0.07711138310893513,False,3.0,True
13,4,"Malorie, McIlwaine","Dorian, Swallow",Halifax,570,60,510,5130,-60,2021-10-01,22,0.10526315789473684,False,9.0,False
13,4,"Malorie, McIlwaine","Dorian, Swallow",Halifax,508,10,498,3048,-35,2021-11-01,21,0.01968503937007874,True,6.0,False
13,4,"Malorie, McIlwaine","Dorian, Swallow",Halifax,916,28,888,14656,-9,2021-12-01,12,0.03056768558951965,True,16.0,False
14,4,"Arturo, Mateo","Dorian, Swallow",Halifax,811,2,809,5677,-46,2021-01-01,,0.002466091245376079,True,7.0,False
14,4,"Arturo, Mateo","Dorian, Swallow",Halifax,876,35,841,8760,-92,2021-02-01,,0.03995433789954338,True,10.0,False
14,4,"Arturo, Mateo","Dorian, Swallow",Halifax,810,12,798,9720,-59,2021-03-01,,0.014814814814814815,True,12.0,False
14,4,"Arturo, Mateo","Dorian, Swallow",Halifax,546,10,536,2184,-72,2021-04-01,,0.018315018315018316,True,4.0,False
14,4,"Arturo, Mateo","Dorian, Swallow",Halifax,784,59,725,14112,44,2021-05-01,18,0.07525510204081633,False,18.0,True
14,4,"Arturo, Mateo","Dorian, Swallow",Halifax,618,64,554,11124,0,2021-06-01,19,0.10355987055016182,False,18.0,True
14,4,"Arturo, Mateo","Dorian, Swallow",Halifax,986,47,939,3944,29,2021-07-01,5,0.04766734279918864,True,4.0,True
14,4,"Arturo, Mateo","Dorian, Swallow",Halifax,805,76,729,5635,-54,2021-08-01,6,0.09440993788819876,False,7.0,False
14,4,"Arturo, Mateo","Dorian, Swallow",Halifax,894,27,867,5364,79,2021-09-01,10,0.030201342281879196,True,6.0,True
14,4,"Arturo, Mateo","Dorian, Swallow",Halifax,980,64,916,11760,-69,2021-10-01,1,0.0653061224489796,False,12.0,False
14,4,"Arturo, Mateo","Dorian, Swallow",Halifax,995,17,978,15920,1,2021-11-01,21,0.017085427135678392,True,16.0,True
14,4,"Arturo, Mateo","Dorian, Swallow",Halifax,431,18,413,3017,29,2021-12-01,12,0.04176334106728538,True,7.0,True
15,8,"Eryn, Gullam","Sarena, Colthard",Digby,793,4,789,9516,-47,2021-01-01,,0.005044136191677175,True,12.0,False
15,8,"Eryn, Gullam","Sarena, Colthard",Digby,941,66,875,15997,9,2021-02-01,,0.07013815090329437,False,17.0,True
15,8,"Eryn, Gullam","Sarena, Colthard",Digby,518,52,466,8288,64,2021-03-01,,0.10038610038610038,False,16.0,True
15,8,"Eryn, Gullam","Sarena, Colthard",Digby,524,51,473,11004,-14,2021-04-01,,0.09732824427480916,False,21.0,False
15,8,"Eryn, Gullam","Sarena, Colthard",Digby,636,74,562,8268,-86,2021-05-01,16,0.11635220125786164,False,13.0,False
15,8,"Eryn, Gullam","Sarena, Colthard",Digby,978,36,942,16626,-71,2021-06-01,21,0.03680981595092025,True,17.0,False
15,8,"Eryn, Gullam","Sarena, Colthard",Digby,584,38,546,11680,-100,2021-07-01,6,0.06506849315068493,False,20.0,False
15,8,"Eryn, Gullam","Sarena, Colthard",Digby,875,62,813,13125,-91,2021-08-01,21,0.07085714285714285,False,15.0,False
15,8,"Eryn, Gullam","Sarena, Colthard",Digby,572,1,571,3432,42,2021-09-01,2,0.0017482517482517483,True,6.0,True
15,8,"Eryn, Gullam","Sarena, Colthard",Digby,900,67,833,2700,52,2021-10-01,8,0.07444444444444444,False,3.0,True
15,8,"Eryn, Gullam","Sarena, Colthard",Digby,744,56,688,5208,60,2021-11-01,7,0.07526881720430108,False,7.0,True
15,8,"Eryn, Gullam","Sarena, Colthard",Digby,670,64,606,10720,-23,2021-12-01,13,0.0955223880597015,False,16.0,False
16,4,"Edy, Bilsborrow","Dorian, Swallow",Halifax,424,22,402,3392,0,2021-01-01,,0.05188679245283019,False,8.0,True
16,4,"Edy, Bilsborrow","Dorian, Swallow",Halifax,814,7,807,8140,-5,2021-02-01,,0.0085995085995086,True,10.0,False
16,4,"Edy, Bilsborrow","Dorian, Swallow",Halifax,716,43,673,2148,-74,2021-03-01,,0.06005586592178771,False,3.0,False
16,4,"Edy, Bilsborrow","Dorian, Swallow",Halifax,749,30,719,2247,40,2021-04-01,,0.04005340453938585,True,3.0,True
16,4,"Edy, Bilsborrow","Dorian, Swallow",Halifax,812,44,768,11368,-83,2021-05-01,1,0.054187192118226604,False,14.0,False
16,4,"Edy, Bilsborrow","Dorian, Swallow",Halifax,887,20,867,2661,81,2021-06-01,2,0.02254791431792559,True,3.0,True
16,4,"Edy, Bilsborrow","Dorian, Swallow",Halifax,743,87,656,5944,-52,2021-07-01,11,0.11709286675639301,False,8.0,False
16,4,"Edy, Bilsborrow","Dorian, Swallow",Halifax,659,58,601,7249,-49,2021-08-01,2,0.08801213960546282,False,11.0,False
16,4,"Edy, Bilsborrow","Dorian, Swallow",Halifax,812,6,806,7308,73,2021-09-01,22,0.007389162561576354,True,9.0,True
16,4,"Edy, Bilsborrow","Dorian, Swallow",Halifax,858,22,836,16302,-23,2021-10-01,14,0.02564102564102564,True,19.0,False
16,4,"Edy, Bilsborrow","Dorian, Swallow",Halifax,943,67,876,18860,-38,2021-11-01,2,0.07104984093319194,False,20.0,False
16,4,"Edy, Bilsborrow","Dorian, Swallow",Halifax,529,10,519,7406,74,2021-12-01,7,0.01890359168241966,True,14.0,True
17,9,"Jarrad, Shakelady","Octavia, Waterfall",Digby,794,24,770,8734,46,2021-01-01,,0.030226700251889168,True,11.0,True
17,9,"Jarrad, Shakelady","Octavia, Waterfall",Digby,479,71,408,6706,37,2021-02-01,,0.14822546972860126,False,14.0,True
17,9,"Jarrad, Shakelady","Octavia, Waterfall",Digby,971,31,940,15536,-76,2021-03-01,,0.03192584963954686,True,16.0,False
17,9,"Jarrad, Shakelady","Octavia, Waterfall",Digby,683,14,669,5464,32,2021-04-01,,0.020497803806734993,True,8.0,True
17,9,"Jarrad, Shakelady","Octavia, Waterfall",Digby,421,0,421,5052,59,2021-05-01,19,0.0,True,12.0,True
17,9,"Jarrad, Shakelady","Octavia, Waterfall",Digby,633,49,584,3798,-58,2021-06-01,1,0.07740916271721959,False,6.0,False
17,9,"Jarrad, Shakelady","Octavia, Waterfall",Digby,907,52,855,9070,-47,2021-07-01,20,0.05733186328555678,False,10.0,False
17,9,"Jarrad, Shakelady","Octavia, Waterfall",Digby,532,17,515,7448,70,2021-08-01,1,0.03195488721804511,True,14.0,True
17,9,"Jarrad, Shakelady","Octavia, Waterfall",Digby,978,0,978,12714,-45,2021-09-01,6,0.0,True,13.0,False
17,9,"Jarrad, Shakelady","Octavia, Waterfall",Digby,597,9,588,2985,-63,2021-10-01,22,0.01507537688442211,True,5.0,False
17,9,"Jarrad, Shakelady","Octavia, Waterfall",Digby,819,17,802,9009,75,2021-11-01,24,0.020757020757020756,True,11.0,True
